experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: direct
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
108 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
109 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
110 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
111 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
112 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
113 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
114 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
115 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
116 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
117 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
118 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
119 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
120 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
121 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
122 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
123 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
124 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
125 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
126 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person is using a laptop while sitting on a toilet or similar fixture (like a sink or bathtub ledge). The first six images all show people using laptops while seated on a toilet. The next six images show people using laptops in more conventional settings (desk, table, etc.). The test image shows a person using a laptop while sitting on a couch with their legs propped up, which is similar to the toilet-sitting posture in the first six images. Therefore, the test image belongs to cat_2.']'
127 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person is sitting on a toilet. The first six images (cat_2) all depict people sitting on toilets while using laptops. The next six images (cat_1) show people using laptops in various other settings (at a desk, on a couch, etc.). The test image shows a person sitting on a toilet with a laptop. Therefore, it belongs to cat_2.']'
128 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
129 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
130 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
131 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
132 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person is holding the skateboard or riding/performing a trick on it. \n\n* **cat_2** images all show people *holding* the skateboard, often casually over their shoulder or in their hands.\n* **cat_1** images all show people *riding* or *performing tricks* on the skateboard.\n\nThe test image shows a person *holding* a skateboard and its parts, therefore it fits the rule for **cat_2**.']'
133 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
134 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
135 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the image shows a motorcycle in mid-air during a jump or stunt. The first six images (cat_2) all depict motorcycles airborne, performing jumps. The next six images (cat_1) show motorcycles on the ground, either racing, being worked on, or in a more static position.\n\nThe test image shows a person cleaning a motorcycle that is on the ground. Therefore, it does not follow the rule for cat_2 and should be categorized as cat_1.']'
136 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether a wooden spoon is present in the image. \n\n*   **cat_2 images (first 6):** All contain a wooden spoon.\n*   **cat_1 images (next 6):** None contain a wooden spoon.\n\nThe test image contains a spoon, and it is a metal spoon, not a wooden spoon. Therefore, it does not follow the rule for cat_2 and should be categorized as cat_1.']'
137 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
138 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
139 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
140 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
141 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
142 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
143 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
144 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
145 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
146 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
147 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
148 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
149 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
150 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
151 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
152 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
153 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
154 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
155 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
156 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
157 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
158 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
159 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
160 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the image shows people casually riding bicycles on a road or path. The first six images (cat_2) all depict people riding bikes in everyday settings – on streets, paths, alongside rivers. They are not performing tricks or actively working on the bikes.\n\nThe next six images (cat_1) show people performing tricks on bikes, repairing bikes, or in a bike shop. These are not casual riding scenarios.\n\nThe test image shows a group of people riding bicycles on a street, similar to the images in cat_2. Therefore, it fits the rule and should be categorized as cat_2.']'
161 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
162 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
163 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the people in the image are embracing each other. The first six images (cat_2) all depict people in a close embrace, often with arms wrapped around each other. The next six images (cat_1) show people shaking hands or kissing on the cheek, which is not a full embrace.\n\nThe test image shows a mother holding her baby close to her face, with the baby nestled against her. This is a clear embrace. Therefore, the test image belongs to cat_2.']'
164 | expected:'cat_2' | got='cat_2 | full: [" cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person is holding the dog close to their body. In the `cat_2` images, the person is holding the dog very close, almost hugging it. In the `cat_1` images, the dog is either standing on the ground, being held at arm's length, or the person is interacting with the dog in a way that doesn't involve close physical contact.\n\nThe test image shows a person holding the dog very close to their body, similar to the `cat_2` examples. Therefore, the test image should be categorized as `cat_2`."]'
165 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
166 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the image shows someone *using* a keyboard (typing, actively pressing keys). \n\n*   **cat_2 images** all depict people actively using a laptop or keyboard - hands are on the keys, actively typing.\n*   **cat_1 images** show keyboards being cleaned, disassembled, or otherwise *not* being used for typing.\n\nThe test image shows hands playing a piano, which is a keyboard instrument. Therefore, it follows the rule of someone actively using a keyboard.']'
167 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
168 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
169 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
170 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
171 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
172 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
173 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
174 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
175 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
176 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
177 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
178 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
179 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
180 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is holding the dog. In all the `cat_2` images, a person is holding a dog. In all the `cat_1` images, a person is kissing a dog. The test image shows a person holding a dog, therefore it belongs to `cat_2`.']'
181 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
182 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether or not the people in the image are smiling. All the images in `cat_2` show people smiling broadly and appearing happy. The images in `cat_1` do not have people smiling. The test image shows two people smiling, therefore it belongs to `cat_2`.']'
183 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
184 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
185 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether or not the image contains two or more people holding glasses. The first six images (cat_2) all show two or more people holding glasses, often toasting. The next six images (cat_1) show either a single person holding a glass, or a glass with no person holding it. The test image shows a single glass of wine and a bottle, with no person holding the glass. Therefore, it belongs to cat_1.']'
186 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
187 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
188 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
189 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be based on the type of physical contact depicted. \n\n* **cat_2 (hugs):** All six images in this category show people embracing in a full, close hug.\n* **cat_1 (other contact):** All six images in this category show other forms of physical contact like kisses, handshakes, or a person looking at a baby in a carrier.\n\nThe test image shows a man carrying a baby in a carrier. This is not a hug, and therefore falls into the category of "other contact" (cat_1).']'
190 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
191 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
192 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
193 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
194 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
195 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
196 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
197 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is actively disassembling/repairing a laptop. \n\n* **cat_2 images** all show a person actively taking apart a laptop with tools (screwdrivers, etc.) and the laptop is open, revealing its internal components.\n* **cat_1 images** show people using laptops in various settings (looking at the screen, typing, in a classroom, etc.) but *not* actively disassembling or repairing them.\n\nThe test image shows a large group of people in a lecture hall, most of whom are using laptops. No one is shown disassembling or repairing a laptop. Therefore, it belongs to cat_1.']'
198 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
199 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 68, 'cat_2': 79}, 'incorrect': {'cat_1': 32, 'cat_2': 21}}
 accuracy: 73.50%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
1 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
2 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the skater is performing a trick *on a rail or ledge*. The first six images (cat_2) all show skaters performing tricks specifically on rails or ledges. The next six images (cat_1) show skaters performing tricks in a bowl or in the air, not on a rail or ledge. The test image shows a skater performing a trick on a curved ledge, therefore it belongs to cat_2.']'
3 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
4 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
5 | expected:'cat_1' | got='cat_2 | full: [" cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the skateboarder is performing a trick *on a rail or coping*. The first six images (cat_2) all show skateboarders actively performing tricks while interacting with a rail or the edge of a ramp (coping). The next six images (cat_1) show skateboarders either not performing a trick, or performing a trick that doesn't involve a rail or coping.\n\nThe test image shows a skateboarder performing a trick in the air, but it's clear they are jumping *over* a rail, and are actively interacting with it as part of the trick. Therefore, it follows the rule of cat_2."]'
6 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
7 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
8 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
9 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
10 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
11 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
12 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
13 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
14 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
15 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
16 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
17 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
18 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
19 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
20 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
21 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the image shows motorcycles actively racing or being ridden in a competitive setting (e.g., on a track, during a race). \n\n*   **cat_2 images** (the first 6) all depict motorcycles in a racing context - either actively racing with other bikes, or practicing on a track with cones.\n*   **cat_1 images** (the next 6) show motorcycles being cleaned, or in a more static/non-racing context.\n\nThe test image shows a group of motorcycles racing, similar to the images in cat_2. Therefore, it should be categorized as cat_2.']'
22 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
23 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
24 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
25 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
26 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
27 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
28 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
29 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
30 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
31 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
32 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
33 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
34 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the glasses are being clinked together. The first six images (cat_2) all show people clinking glasses in a toast. The next six images (cat_1) show people drinking from glasses, but not clinking them together. The test image shows people clinking glasses, therefore it belongs to cat_2.']'
35 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
36 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
37 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
38 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
39 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether or not there are other people visible in the background of the image. The images in `cat_2` all have multiple people visible in the background, often looking on. The images in `cat_1` do not have people in the background, or have only one person. The test image has only one person in the foreground and no people in the background. Therefore, it belongs to `cat_1`.']'
40 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
41 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
42 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
43 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
44 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
45 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
