experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: direct
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
155 | expected:'cat_1' | got='cat_1 | full: [" cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether or not a person's face is visible in the image. \n\n*   **cat_2 images:** All show hands typing on a keyboard *without* a visible face.\n*   **cat_1 images:** All show a person's face *with* a keyboard.\n\nThe test image shows a hand using a cleaning gel on a keyboard, but no face is visible. Therefore, it follows the rule of cat_2. However, the images provided for cat_1 all have a face visible. The test image does not have a face visible, so it does not follow the rule of cat_1.\n\nTherefore, the test image is categorized as cat_1."]'
156 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
157 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
158 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
159 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
160 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
161 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
162 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
163 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
164 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
165 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
166 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
167 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
168 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
169 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
170 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
171 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
172 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
173 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
174 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
175 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
176 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
177 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
178 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
179 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
180 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
181 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
182 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
183 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
184 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
185 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
186 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
187 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
188 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
189 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
190 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
191 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
192 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
193 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
194 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
195 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
196 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
197 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the person is actively disassembling/repairing a laptop. \n\n*   **cat_2 images** all show a person actively taking apart a laptop, with the internal components visible and tools being used.\n*   **cat_1 images** show people using laptops in various settings (looking at the screen, typing, etc.) but not actively disassembling them.\n\nThe test image shows a large group of people using laptops in a lecture hall or conference setting. No one is shown disassembling a laptop. Therefore, it follows the pattern of cat_1.']'
198 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
199 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 76, 'cat_2': 75}, 'incorrect': {'cat_1': 24, 'cat_2': 25}}
 accuracy: 75.50%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
1 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
2 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
3 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
4 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
5 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
6 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
7 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
8 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether or not people are toasting with glasses. The first six images (cat_2) all show people clinking glasses together in a celebratory toast. The next six images (cat_1) do *not* show people toasting with glasses - they are either drinking alone, or the glasses are not being clinked together. The test image shows two hands clinking glasses together, therefore it follows the rule and belongs to cat_2.']'
9 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
10 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
11 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
12 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
13 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
14 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
15 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
16 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
17 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
18 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
19 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
20 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
21 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
22 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
23 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
24 | expected:'cat_2' | got='cat_2 | full: [" cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether or not the person is directly interacting with the laptop (typing, using a mouse, etc.). \n\n*   **cat_2 images:** All show people actively using a laptop - typing, using a mouse, or directly looking at the screen while interacting with it.\n*   **cat_1 images:** All show people holding a laptop, or with a laptop in their lap, but not actively using it. They are either holding it up, or it's just present in the scene without direct interaction.\n\nThe test image shows a person actively typing on a laptop. Therefore, it follows the rule of cat_2."]'
25 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
26 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
27 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
28 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
29 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
30 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
31 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the person in the image is actively performing a skateboarding trick or maneuver. \n\n*   **cat_2 images** all depict individuals *in the middle of* a trick or actively using the skateboard for a maneuver (jumping, grinding, etc.).\n*   **cat_1 images** show people either not on the skateboard, or not actively performing a trick (e.g., walking, sitting, reading).\n\nThe test image shows a group of people sitting and talking, with skateboards nearby, but no one is actively skateboarding or performing a trick. Therefore, it aligns with the characteristics of cat_1.']'
32 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
33 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
34 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the glasses contain a dark liquid (red wine, etc.). The cat_2 images all show people toasting with glasses containing dark-colored liquids. The cat_1 images show people drinking from glasses with lighter-colored liquids or in less formal settings. The test image shows people toasting with glasses containing a dark liquid, therefore it belongs to cat_2.']'
35 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
36 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
37 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
38 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
39 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
40 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
41 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
42 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
43 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
44 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
45 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
46 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
47 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
48 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
49 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
50 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
51 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
52 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
53 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
54 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
55 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
56 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
57 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
58 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
59 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
60 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the laptop is being used by a person or people in a collaborative or shared viewing/working manner. \n\n*   **cat_2 images:** Show two or more people looking at or interacting with the laptop screen together.\n*   **cat_1 images:** Show a single person using the laptop, often in a more professional or focused setting (e.g., a conference, coding).\n\nThe test image shows two children looking at the laptop screen together. Therefore, it follows the rule of cat_2.']'
61 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
62 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
63 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
64 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
65 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
66 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
67 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
68 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
69 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
70 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
71 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
72 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
73 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
74 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
75 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
76 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
77 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
78 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
79 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
80 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
81 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
82 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
83 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
84 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
85 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
86 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
87 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
88 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
89 | expected:'cat_1' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the people in the image are looking at each other while toasting. \n\n*   **cat_2 images:** All show people making eye contact while toasting.\n*   **cat_1 images:** All show people *not* making eye contact while toasting (looking at the camera, looking away, or a child is present).\n\nThe test image shows the two people looking at each other while toasting. Therefore, it follows the rule of cat_2.']'
90 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
91 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
92 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
93 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
94 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
95 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
96 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
97 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
98 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
99 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
100 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
101 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
102 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
103 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
104 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
105 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
106 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
107 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
108 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
109 | expected:'cat_1' | got='cat_1 | full: [' cat_1\n\n**Reasoning:**\n\nThe rule appears to be whether the person is holding the knife in a threatening/fighting pose (cat_2) or using the knife for food preparation (cat_1). \n\nThe images in cat_2 all depict people in dynamic poses, seemingly ready to attack or defend with the knife. The images in cat_1 show people using knives to cut food items.\n\nThe test image shows a person cutting an onion on a cutting board, clearly indicating food preparation. Therefore, it belongs to cat_1.']'
110 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
111 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
112 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
113 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
114 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
115 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
116 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
117 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
118 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
119 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
120 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
121 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
122 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
123 | expected:'cat_1' | got='cat_2 | full: [' cat_2']'
124 | expected:'cat_2' | got='cat_2 | full: [' cat_2\n\n**Reasoning:**\n\nThe rule appears to be whether the boat is being propelled by oars (rowing). All images in `cat_2` show a person using oars to propel the boat. All images in `cat_1` show boats being propelled by motors or other means (or are simply moving with the current). The test image shows a boat being propelled by oars, therefore it belongs to `cat_2`.']'
125 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
126 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
127 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
128 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
129 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
130 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
131 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
132 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
133 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
134 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
135 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
136 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
137 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
138 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
139 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
140 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
141 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
142 | expected:'cat_2' | got='cat_2 | full: [' cat_2']'
143 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
144 | expected:'cat_2' | got='cat_1 | full: [' cat_1']'
145 | expected:'cat_1' | got='cat_1 | full: [' cat_1']'
