experiment run details:
  dataset: openworld
  path: /gpfs/mariana/home/envomp/bongard/
  similarity location: vision
  prompt structure: single

---------------------------------------
  test split name: test
---------------------------------------

in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8005580902099609, max_false: 0.6314106583595276, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7078803181648254, max_false: 0.7588961720466614, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5796246528625488, max_false: 0.4854135811328888, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8634615540504456, max_false: 0.7159335017204285, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.4760385751724243, max_false: 0.3878982663154602, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6143521070480347, max_false: 0.6175965666770935, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6097090840339661, max_false: 0.6050979495048523, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7565741539001465, max_false: 0.601621687412262, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5363643169403076, max_false: 0.5196781754493713, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8277634978294373, max_false: 0.6128437519073486, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5561888217926025, max_false: 0.553769588470459, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8172464370727539, max_false: 0.6813603639602661, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7097076177597046, max_false: 0.3881850838661194, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6477933526039124, max_false: 0.6353053450584412, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5896586179733276, max_false: 0.5798368453979492, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7943887114524841, max_false: 0.6484485268592834, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5845577716827393, max_false: 0.43902483582496643, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8238706588745117, max_false: 0.5628677606582642, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6802093386650085, max_false: 0.5466927289962769, correct: True
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8433958292007446, max_false: 0.7235538363456726, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8107221126556396, max_false: 0.7709510326385498, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7776515483856201, max_false: 0.6895490884780884, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6033865213394165, max_false: 0.6293733716011047, correct: False
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7140620350837708, max_false: 0.5056032538414001, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.626021146774292, max_false: 0.4709378182888031, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6203031539916992, max_false: 0.5786813497543335, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.658997654914856, max_false: 0.4701436758041382, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7891820669174194, max_false: 0.7990948557853699, correct: False
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5734007358551025, max_false: 0.5403770208358765, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7490792274475098, max_false: 0.6518852710723877, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6639981269836426, max_false: 0.714067280292511, correct: False
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8299504518508911, max_false: 0.6029928922653198, correct: True
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6117347478866577, max_false: 0.6029928922653198, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8450942039489746, max_false: 0.5301985144615173, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6761835813522339, max_false: 0.6505813002586365, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.839256763458252, max_false: 0.611116886138916, correct: True
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6028506755828857, max_false: 0.5727609395980835, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8929053544998169, max_false: 0.7467591166496277, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6590108275413513, max_false: 0.7467591166496277, correct: False
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6764588952064514, max_false: 0.5781828165054321, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5570237040519714, max_false: 0.4921216666698456, correct: True
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7616243958473206, max_false: 0.6904343962669373, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.49387606978416443, max_false: 0.5308240056037903, correct: False
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8393658399581909, max_false: 0.6786395907402039, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6608142256736755, max_false: 0.5771554112434387, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7611185908317566, max_false: 0.6985656023025513, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6148757934570312, max_false: 0.7151894569396973, correct: False
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8097881078720093, max_false: 0.7762224674224854, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6405798196792603, max_false: 0.5003147125244141, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7189893126487732, max_false: 0.6409063339233398, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7417618632316589, max_false: 0.607029139995575, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7545225024223328, max_false: 0.7051653861999512, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.4822908341884613, max_false: 0.4879305362701416, correct: False
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6640133261680603, max_false: 0.6071784496307373, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5603593587875366, max_false: 0.595315158367157, correct: False
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.745025634765625, max_false: 0.7351941466331482, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7587587833404541, max_false: 0.6840540766716003, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7237893342971802, max_false: 0.6323885917663574, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.710759699344635, max_false: 0.5514622330665588, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8428605198860168, max_false: 0.5387818813323975, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5076022744178772, max_false: 0.4465298354625702, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7656511068344116, max_false: 0.5971881151199341, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.552735447883606, max_false: 0.43409794569015503, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8193630576133728, max_false: 0.6698846220970154, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6357837319374084, max_false: 0.6155235171318054, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7645262479782104, max_false: 0.7248888611793518, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5388476848602295, max_false: 0.5561126470565796, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7244521975517273, max_false: 0.6785502433776855, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5742207169532776, max_false: 0.622185468673706, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8761504292488098, max_false: 0.7883609533309937, correct: True
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6851604580879211, max_false: 0.6720957159996033, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6547340154647827, max_false: 0.6066240072250366, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5618733167648315, max_false: 0.45982474088668823, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6100590825080872, max_false: 0.5006844401359558, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.47561824321746826, max_false: 0.5079311728477478, correct: False
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7714173793792725, max_false: 0.6402552127838135, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6186720728874207, max_false: 0.6349263191223145, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.737946093082428, max_false: 0.547757625579834, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5198128819465637, max_false: 0.5626536011695862, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5736289620399475, max_false: 0.542382001876831, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7103625535964966, max_false: 0.5670887231826782, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7458245158195496, max_false: 0.6036493182182312, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6093573570251465, max_false: 0.6036493182182312, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7418848872184753, max_false: 0.5693100094795227, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.654972493648529, max_false: 0.6408207416534424, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7902728915214539, max_false: 0.5016422271728516, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.27959319949150085, max_false: 0.19358575344085693, correct: True
in: torch.Size([56, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.8254699110984802, max_false: 0.767776370048523, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5623225569725037, max_false: 0.6002053022384644, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7962580919265747, max_false: 0.6118616461753845, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6184436082839966, max_false: 0.44540509581565857, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7684580683708191, max_false: 0.7737280130386353, correct: False
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7282223105430603, max_false: 0.661247193813324, correct: True
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.822334349155426, max_false: 0.5634312629699707, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.49680086970329285, max_false: 0.49414628744125366, correct: True
in: torch.Size([64, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7098143696784973, max_false: 0.4972662031650543, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.42061349749565125, max_false: 0.480163037776947, correct: False
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6614078879356384, max_false: 0.7182026505470276, correct: False
in: torch.Size([48, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6006909012794495, max_false: 0.6129292249679565, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5962141156196594, max_false: 0.6435872912406921, correct: False
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.6253412365913391, max_false: 0.5912348628044128, correct: True
in: torch.Size([32, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5006939768791199, max_false: 0.49286046624183655, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.5697571039199829, max_false: 0.5605998039245605, correct: True
in: torch.Size([40, 3584]), out: torch.Size([3584]), len: (6, 6), max_true: 0.7010908126831055, max_false: 0.6033847332000732, correct: True
